火车站名	经纬度
狮山北	97.3911088501482,37.3211276774614
施秉	108.130439782051,27.039822051733
施家嘴	97.3911088501482,37.3211276774614
十八台	97.3911088501482,37.3211276774614
十渡	97.3911088501482,37.3211276774614
十堰	110.788405246283,32.6100241232086
十堰东	97.3911088501482,37.3211276774614
十字门	97.3911088501482,37.3211276774614
石坝	97.3911088501482,37.3211276774614
石城	116.352594269773,26.3189723467841
石城东	116.352594269773,26.3189723467841
石河子	86.069137310989,44.2752528228424
石湖	97.3911088501482,37.3211276774614
石家庄	114.486165613647,38.0196141577295
石家庄北	114.472068954431,38.0723396994565
石家庄东	114.486165613647,38.0196141577295
石林	103.284174621771,24.8680472037152
石林西	103.249408042614,24.6627190123357
石磷	97.3911088501482,37.3211276774614
石门村	97.3911088501482,37.3211276774614
石门县北	111.386451407024,29.59036596665
石门子	97.3911088501482,37.3211276774614
石脑	97.3911088501482,37.3211276774614
石桥子	123.72958432481,41.4593623174686
石泉县	108.254069449991,33.0435516307479
石人	126.90348704467,46.3055830654596
石人城	97.3911088501482,37.3211276774614
石梯	97.3911088501482,37.3211276774614
石头	97.3911088501482,37.3211276774614
石柱县	108.120414166383,30.0061086978689
石嘴山南	106.729580860545,39.2701512815022
始兴	114.082320050077,24.9719932304932
寿县	116.8055627726,32.5615461512007
舒城	117.166540553646,31.5151908811128
舒城东	116.955601711421,31.4676920105558
舒兰	126.961036996861,44.4139851254873
疏勒河	97.3911088501482,37.3211276774614
蜀河	97.3911088501482,37.3211276774614
沭阳	118.81041906571,34.1174542094791
树木岭	97.3911088501482,37.3211276774614
双城堡	126.299980430169,45.4032156826658
双城北	126.319545883499,45.3749856594845
双丰	97.3911088501482,37.3211276774614
双峰北	112.020500498481,27.5642804963096
双凤驿	97.3911088501482,37.3211276774614
双吉	97.3911088501482,37.3211276774614
双辽	123.509437761277,43.5245273821715
双流机场	97.3911088501482,37.3211276774614
双龙湖	103.862584118645,36.0395917397591
双龙南	103.862584118645,36.0395917397591
双牌	111.667987450372,25.9610028989857
双石桥	114.124563225992,22.5398520253767
双水镇	113.009946108902,22.4395344005509
双鸭山西	131.158306960501,46.6511545374626
双阳	125.671447932169,43.5310913091188
双洋	97.3911088501482,37.3211276774614
水地	97.3911088501482,37.3211276774614
水洞	97.3911088501482,37.3211276774614
水富	104.420492913534,28.6164611631447
水花	97.3911088501482,37.3211276774614
水家湖	97.3911088501482,37.3211276774614
水茜	97.3911088501482,37.3211276774614
水土	97.3911088501482,37.3211276774614
水洋	97.3911088501482,37.3211276774614
水源	97.3911088501482,37.3211276774614
顺德	113.300453439544,22.8104534267954
顺德北	113.300453439544,22.8104534267954
顺德学院	113.330979477713,22.8154747287688
顺义	116.661424263691,40.1363507622308
顺义西	116.661424263691,40.1363507622308
朔州	112.439370939668,39.3371083705417
司家岭	97.3911088501482,37.3211276774614
四道湾	97.3911088501482,37.3211276774614
四方台	131.34397943314,46.6014007204232
四分滩	97.3911088501482,37.3211276774614
四合	97.3911088501482,37.3211276774614
四合永	117.837220028754,41.8148978544606
四会	112.740579140802,23.3323810051746
四平	124.378622542216,43.1743314408763
四平东	124.378622542216,43.1743314408763
泗水	117.25742858989,35.6706004812277
泗水南	117.25742858989,35.6706004812277
泗县	117.916589991749,33.4886946301343
泗阳	118.709465965379,33.7283283130467
松坝	97.3911088501482,37.3211276774614
松河	97.3911088501482,37.3211276774614
松江北	121.234479596241,31.0371351764645
松江河	127.488436114313,42.1945215624381
松岭	124.307337588592,50.8008870452696
松山湖北	121.569568802239,25.0634656854262
松树林	97.3911088501482,37.3211276774614
松树镇	102.617924432848,36.2901385927835
松桃	109.209403512784,28.1604201790107
松溪	118.787239712986,27.5326432397198
松阳	119.488543770155,28.4550564042728
松原	124.831481875693,45.1474041934138
松滋	111.613648514896,30.1789639935292
嵩明	103.043563940156,25.3444094591349
宋	97.3911088501482,37.3211276774614
宋城路	114.124563225992,22.5398520253767
苏集	97.3911088501482,37.3211276774614
苏家屯	123.360670104414,41.6688839482546
苏雄	97.3911088501482,37.3211276774614
苏州	120.61742249228,31.3348165951321
苏州北	120.717247051398,31.3475854575327
苏州新区	97.3911088501482,37.3211276774614
苏州园区	120.717247051398,31.3475854575327
肃宁	115.86370283014,38.4350229105504
宿迁	118.281574035708,33.9677497156901
宿松	116.13552369949,30.1597868613753
宿松东	116.13552369949,30.1597868613753
宿州	116.970543945613,33.6520953264521
宿州东	116.970543945613,33.6520953264521
睢宁	117.947432772451,33.918789417818
绥德	110.269426485359,37.5089072889326
绥芬河	131.156819286414,44.4127873444634
绥化	127.02102043929,46.648701315257
绥棱	127.133863960505,47.2484941200735
绥阳	107.197492288186,27.953080005876
绥中	120.349211373791,40.3328061031832
绥中北	120.330439483549,40.354386176229
随县	113.306458356902,31.8599716782583
随州	113.389450018222,31.6965167723283
随州南	113.389450018222,31.6965167723283
遂昌	119.282435386217,28.5984546767097
遂宁	105.599421530644,30.5390976711091
遂平	114.042384276455,33.1502661275926
遂溪	110.256515306416,21.3831029620292
孙家	97.3911088501482,37.3211276774614
孙吴	127.330106255096,49.4323526556027
孙镇	97.3911088501482,37.3211276774614
索伦	97.3911088501482,37.3211276774614
塔城	82.9872355184064,46.7509482543734
塔尔根	124.728460965908,52.247944219457
塔尔气	121.20113915717,47.9930424531363
塔哈	97.3911088501482,37.3211276774614
塔河	124.719975751722,52.3499104054449
塔拉哈尔	97.3911088501482,37.3211276774614
塔崖驿	97.3911088501482,37.3211276774614
塔源	124.295280442206,51.4571439564557
台安	122.442550040989,41.4185903710988
台前	115.87049958929,35.9696984346607
台山	112.800444825054,22.2579234702512
台州	121.296612406802,28.6919114286199
台州西	121.369400036149,29.0608879800801
太白	107.32552913248,34.0642484411527
太仓	121.1355952935,31.4645993529778
太仓南	121.1355952935,31.4645993529778
太谷	112.576644777531,37.4280883636904
太谷东	112.557384119261,37.4273955773133
太谷西	112.557384119261,37.4273955773133
太和北	115.585550973047,33.2276671058447
太和东	115.890742005652,33.3329529949412
太湖	116.307775308148,30.4646705805222
太湖南	116.315476301624,30.460113290448
太姥山	97.3911088501482,37.3211276774614
太平川	123.190901771508,44.4053794453607
太平镇	105.960992372988,31.0992184004833
太阳沟	97.3911088501482,37.3211276774614
太阳山	106.574521921043,37.4578656870736
太阳升	124.59295202888,45.9452867879917
太原	112.593729290703,37.8665679133746
太原南	112.556391491672,37.8769890288478
太子城	97.3911088501482,37.3211276774614
泰安	117.094494834796,36.2058580448846
泰和	114.915591115435,26.7956973411648
泰来	123.425993164603,46.4048432006077
泰宁	117.182595862398,26.9056600322847
泰山	121.423177050358,25.056188912927
泰州	119.986927995517,32.5352460429988
滩头	97.3911088501482,37.3211276774614
郯城	118.374513891568,34.6361104024141
谭家井	97.3911088501482,37.3211276774614
汤池	97.3911088501482,37.3211276774614
汤旺河	97.3911088501482,37.3211276774614
汤逊湖	97.3911088501482,37.3211276774614
汤阴	114.35129429387,35.9191906316525
汤原	129.912829187869,46.739142500728
唐海南	118.439830044521,39.2458341185763
唐河	112.843503407244,32.6870872304794
唐家湾	113.546596335641,22.3865981569655
唐山	118.125921585756,39.8226659462911
唐山北	118.125921585756,39.8226659462911
唐山西	118.086524960327,39.6345218132075
塘豹	97.3911088501482,37.3211276774614
塘沽	117.648037966319,39.0337952094597
洮南	122.794467682602,45.3411318725675
桃村	121.147694300922,37.1944572169633
桃村北	97.3911088501482,37.3211276774614
桃山	130.972772916742,45.7749882071681
桃映	109.027637411547,27.865627990299
桃源	120.867765939279,23.2273154606362
陶赖昭	125.945491658504,44.8322585566916
陶思浩	97.3911088501482,37.3211276774614
滕州	117.160389316836,35.0862315368399
滕州东	117.161752764939,35.0868153349075
藤县	110.921499254879,23.3810099155501
天府机场	97.3911088501482,37.3211276774614
天河机场	97.3911088501482,37.3211276774614
天河潭	97.3911088501482,37.3211276774614
天津	117.216105188973,39.1463570127851
天津北	117.216106716092,39.1731651650355
天津南	117.208092752977,39.0911025984355
天津西	117.169979895952,39.1642651092656
天峻	99.029242967967,37.306903395111
天门	113.323366532702,30.871282501504
天门南	113.172409166328,30.6696218300995
天桥	116.993399173381,36.6840678743533
天桥沟	97.3911088501482,37.3211276774614
天水	105.903438298286,34.5677213492219
天水南	106.113257762015,34.7575507797713
天台山	97.3911088501482,37.3211276774614
天义	97.3911088501482,37.3211276774614
天镇	114.097477533043,40.4264121986909
天柱山	97.3911088501482,37.3211276774614
天祝	103.148621319658,36.9775961765405
天祝西	103.148621319658,36.9775961765405
田东北	97.3911088501482,37.3211276774614
田梁子	97.3911088501482,37.3211276774614
田林	106.234497912311,24.300534611051
田心东	97.3911088501482,37.3211276774614
田阳	106.921412552504,23.7420057224785
甜水堡	106.82005010676,37.1428323722197
铁厂	126.21026397367,41.723210884137
铁佛寺	97.3911088501482,37.3211276774614
铁力	128.044454786473,46.9915404008232
铁岭	123.842739737697,42.2996649806505
铁岭西	123.679871019922,42.2389788942635
铁门关	86.1979658194304,41.8183109392685
铁西	124.378622542216,43.1743314408763
通安驿	104.693949249477,35.3028292286306
通北	126.767578900673,47.7740539817813
通道	97.3911088501482,37.3211276774614
通海	102.732422891279,24.1178912015736
通化	125.691387978896,42.5415127470001
通化县	125.765391913927,41.6856822380683
通辽	122.277328930575,43.6112335101019
通渭	105.24840362211,35.2172168212664
通榆	123.094520776732,44.8189637358819
通远堡	123.933365378902,40.7927261373293
通远堡西	123.923335169069,40.7847440379591
通州	121.081425494976,32.0703557396759
通州西	116.633522086076,39.910778577025
同江	132.53559085485,47.6579619136217
同心	105.932982758034,36.9998077521002
佟家	97.3911088501482,37.3211276774614
桐柏	113.415994856211,32.3707138126141
桐城	116.943654068477,31.0410994544528
桐城东	116.943654068477,31.0410994544528
桐城南	97.3911088501482,37.3211276774614
桐庐	119.697598775827,29.7985847901428
桐庐东	119.697598775827,29.7985847901428
桐木寨	97.3911088501482,37.3211276774614
桐乡	120.573905339477,30.5432766688537
桐子林	97.3911088501482,37.3211276774614
桐梓	106.832489020609,28.1394683841625
桐梓北	106.832489020609,28.1394683841625
桐梓东	106.832489020609,28.1394683841625
铜川东	108.952404248359,34.9026370805029
铜鼓溪	114.360990409019,28.5196632798653
铜陵	117.867868146651,30.9248375980895
铜陵北	117.818476794457,30.9512332399134
铜仁	109.21016096399,27.7460396298863
铜仁南	109.21016096399,27.7460396298863
潼关	110.252507619723,34.5503268485322
潼南	105.847399036165,30.197314239664
统景	97.3911088501482,37.3211276774614
统军庄	97.3911088501482,37.3211276774614
头道桥	114.124563225992,22.5398520253767
图里河	121.688913569427,50.4867843490916
图们北	129.850381513747,42.9742834990747
图木舒克	79.2407288820051,39.8931533717997
图强	122.799015354247,52.9375397148365
土贵乌拉	113.211891490103,40.7918905902213
土门子	97.3911088501482,37.3211276774614
土牧尔台	113.151655973453,41.857258919073
土桥子	108.414515473738,35.0359244103705
土溪	97.3911088501482,37.3211276774614
吐哈	97.3911088501482,37.3211276774614
吐列毛杜	97.3911088501482,37.3211276774614
吐鲁番	90.5021255246933,43.0899964678305
吐鲁番北	90.5021255246933,43.0899964678305
团结	97.3911088501482,37.3211276774614
托克托东	111.309558984508,40.2577700862604
沱沱河	97.3911088501482,37.3211276774614
瓦房	97.3911088501482,37.3211276774614
瓦房店	121.985637543344,39.632740747388
瓦房店西	121.985637543344,39.632740747388
瓦拉干	97.3911088501482,37.3211276774614
瓦石峡	97.3911088501482,37.3211276774614
瓦屋山	97.3911088501482,37.3211276774614
瓦窑坝	97.3911088501482,37.3211276774614
瓦窑田	97.3911088501482,37.3211276774614
瓦祖	97.3911088501482,37.3211276774614
弯道	97.3911088501482,37.3211276774614
弯坵	97.3911088501482,37.3211276774614
湾仔北	114.197395332339,22.2752624277142
湾沚南	118.632193826265,31.1354275198604
完工	97.3911088501482,37.3211276774614
万安县	114.79257715894,26.4640728363406
万发屯	127.128679659745,46.5411799027709
万乐	97.3911088501482,37.3211276774614
万年	117.060898462457,28.6954411373803
万宁	110.399434365548,18.8001069883034
万荣	110.844576110161,35.4211088005356
万象	97.3911088501482,37.3211276774614
万源	108.045904036197,32.0954720201962
万州	108.406236923718,30.7603130305894
万州北	108.37312376567,30.8694478149374
王安镇	114.958632901277,39.38171685581
王场	97.3911088501482,37.3211276774614
王府	97.3911088501482,37.3211276774614
王岗	97.3911088501482,37.3211276774614
王团庄	97.3911088501482,37.3211276774614
望牛墩	97.3911088501482,37.3211276774614
威海	122.150443007799,37.4328709924287
威海北	122.15588521207,37.4318063023037
威海南海	122.15588521207,37.4318063023037
威箐	97.3911088501482,37.3211276774614
威舍	97.3911088501482,37.3211276774614
威信	105.055576763107,27.8525374640403
威远	104.665021464799,29.5187464488454
微子镇	113.312499820779,36.3430041003099
巍山	100.306818443868,25.2355202406766
韦庄	97.3911088501482,37.3211276774614
潍坊	119.104946044113,36.7031165315055
潍坊北	119.10513307132,36.7031392451679
苇河	97.3911088501482,37.3211276774614
苇河西	117.22941628002,39.1157180822155
卫辉	114.068845212709,35.4384438668887
卫辉南	114.071600944522,35.404068882145
卫星	97.3911088501482,37.3211276774614
尉犁	86.2702315332999,41.3425428261094
渭南	109.500930702931,34.4923932795581
渭南北	109.487858022167,34.5411820134757
渭南西	109.181157117661,34.7509290625568
渭南镇	105.664753853096,34.6860145937042
渭源	104.221584010619,35.1423919580207
温春	97.3911088501482,37.3211276774614
温江	103.863573063181,30.6884868366266
温岭	121.331275770657,28.4854035515406
温州	120.691609395187,27.9860385124476
温州南	120.706476890356,28.0010854044722
文昌	110.804508706317,19.5490620831207
文地	110.207744952837,21.9501569938454
文登	122.064428368777,37.2001133283165
文登东	122.064428368777,37.2001133283165
文登南	122.064428368777,37.2001133283165
文水	112.035598692601,37.4443000826508
闻喜	111.23105921006,35.3660105440846
闻喜西	111.231410357684,35.3629311963813
倭肯	97.3911088501482,37.3211276774614
涡阳	116.221609035156,33.4985668350044
乌尔旗汗	103.232872764625,40.9075407541697
乌固诺尔	113.948397610455,22.5668389977107
乌海北	106.786313075536,39.8067742678459
乌海东	106.800391049997,39.6620063648907
乌海西	106.744173474232,39.4611394587986
乌拉山	108.657347090044,40.7179436521899
乌拉山西	97.3911088501482,37.3211276774614
乌兰	98.4867356992952,36.9357478590324
乌兰察布	113.16620780407,40.9702884594382
乌兰哈达	99.1066787893687,36.9492475317442
乌兰浩特	122.069690992051,46.0771538498894
乌兰胡同	114.124563225992,22.5398520253767
乌兰花	97.3911088501482,37.3211276774614
乌鲁木齐	87.5358408713863,43.8469276349682
乌鲁木齐南	87.5922071167125,43.7863398088144
乌奴耳	97.3911088501482,37.3211276774614
乌审旗	108.882610042439,38.5503901108648
乌苏	84.7200881469639,44.4240480344516
乌图美仁	93.2005632325652,36.9020970298932
乌伊岭	129.440632740613,48.5982148497278
巫山	109.885545507031,31.0805188117359
无为	117.908578543889,31.308844155979
无为南	117.936068039952,31.1608168504425
无锡	120.327980821368,31.5963510122649
无锡东	120.327980821368,31.5963510122649
无锡新区	120.398542988669,31.5043859167778
芜湖	118.439431376535,31.3585366557993
芜湖北	118.218134083644,31.4703766345773
芜湖南	118.439431376535,31.3585366557993
吴堡	110.746455007781,37.4582698740781
吴官田	97.3911088501482,37.3211276774614
吴家川	97.3911088501482,37.3211276774614
吴桥	116.397392062434,37.6339087555535
吴圩机场	108.190931675073,22.6137016817395
吴忠	105.927739348773,36.997310827463
梧州	111.24713679875,23.4932901809672
梧州南	111.28551681182,23.4827452811352
五叉沟	97.3911088501482,37.3211276774614
五常	127.163275211239,44.9193712137513
五大连池	126.624070283586,48.6354165915933
五道河	118.353526240955,41.1005966212773
五府山	97.3911088501482,37.3211276774614
五家	97.3911088501482,37.3211276774614
五棵树	126.167114407481,44.8071469080105
五莲	119.215580362586,35.7556971041043
五龙背	124.282496845865,40.2655519749352
五龙背东	97.3911088501482,37.3211276774614
五女山	97.3911088501482,37.3211276774614
五台山	97.3911088501482,37.3211276774614
五营	97.3911088501482,37.3211276774614
五寨	111.853409938562,38.9170199096918
午汲	97.3911088501482,37.3211276774614
武安	114.192685430654,36.6976686014532
武昌	114.32400592841,30.5346879989793
武当山西	97.3911088501482,37.3211276774614
武功	108.114699236559,34.341339343356
武汉	114.311581554732,30.598466736401
武汉东	114.311581554732,30.598466736401
武进	119.948611672294,31.7064466117421
武隆	107.766425189518,29.332026870749
武平	116.107589167435,25.100855173343
武清	117.022897999209,39.3790050987435
武山	104.897428383087,34.7276691016352
武胜	106.113022675463,30.3756529827955
武威	102.644554340369,37.9343778081581
武威东	102.644554340369,37.9343778081581
武威南	102.744207862119,37.8214821228487
武乡	112.860227340584,36.8614105993929
武乡东	112.870605643802,36.8431679493006
武穴	115.644510072108,29.9748451131969
武穴北	115.575911959998,29.8580796029024
武夷山	118.037039898789,27.7352854257075
武夷山北	117.978772210209,27.8020217569361
武义	119.83720183,28.9139882371637
武义北	119.82256555867,28.8982437866501
武陟	113.40839582041,35.1058384492167
婺源	117.868445022426,29.2540390480969
西安	108.969045896915,34.2852202636167
西安北	108.945421000986,34.3810320310325
西安西	108.969893088841,34.2785046924665
西昌	102.230540052173,27.8835742365058
西昌南	102.21957668258,27.8458647570101
西昌西	102.271483829168,27.9005808962636
西大庙	103.862584118645,36.0395917397591
西大滩	97.3911088501482,37.3211276774614
西斗铺	97.3911088501482,37.3211276774614
西渡	97.3911088501482,37.3211276774614
西丰	124.715037237058,42.7472445802771
西固	103.601975000364,36.1152418986452
西固城	103.601975000364,36.1152418986452
西湖东	115.923888026299,28.6699668707027
西华	114.535596670944,33.7732153349221
西街口	103.520031111307,24.8283000366707
西来	97.3911088501482,37.3211276774614
西里	97.3911088501482,37.3211276774614
西林	105.100494104694,24.4956677903619
西柳	122.628680020623,40.8497390872785
西麻山	130.486478013659,45.2190036787352
西宁	101.821615584712,36.6226360961464
西平	114.037604662328,33.3889140832026
西平西	114.027473572786,33.3938609975254
西双版纳	100.803446824556,22.0136012547642
西桐古	97.3911088501482,37.3211276774614
西乌旗	97.3911088501482,37.3211276774614
西峡	111.633801999012,33.2219411047666
西乡	107.771593063973,32.9926635230745
西小召	97.3911088501482,37.3211276774614
西阳岔	109.019590224231,34.6648292448537
西哲里木	119.691795818951,45.5810576196787
汐子	97.3911088501482,37.3211276774614
息烽	106.75436949891,27.0834378392022
息县	114.747453132248,32.3489555117152
浠水	115.271569032892,30.4574608422653
浠水南	115.271569032892,30.4574608422653
犀浦	97.3911088501482,37.3211276774614
锡林浩特	116.034014907371,43.9254472130559
锡林呼都嘎	111.992695890936,43.6566884815564
锡铁山	97.3911088501482,37.3211276774614
溪口	110.766734959635,29.238751058441
喜德	102.419567156844,28.3127098325212
喜德西	102.419567156844,28.3127098325212
峡江	115.322403228213,27.5882346176153
霞浦	120.011427105636,26.8913488737667
下板城	97.3911088501482,37.3211276774614
下仓	97.3911088501482,37.3211276774614
下城子	130.463318898809,44.6903828559131
下花园北	115.293516882264,40.5081451826724
下马塘	123.7426497293,41.0378687241102
下普雄	97.3911088501482,37.3211276774614
下社	97.3911088501482,37.3211276774614
下台子	97.3911088501482,37.3211276774614
夏坝	97.3911088501482,37.3211276774614
夏格庄	97.3911088501482,37.3211276774614
夏官营	97.3911088501482,37.3211276774614
夏拉哈马	97.3911088501482,37.3211276774614
夏邑县	116.137512368228,34.2435234723781
仙居南	120.735435205749,28.853225693258
仙林	97.3911088501482,37.3211276774614
仙人桥	114.124563225992,22.5398520253767
仙水	97.3911088501482,37.3211276774614
仙桃	113.449609358564,30.3335877511464
仙桃西	113.449609358564,30.3335877511464
仙游	118.698454250648,25.3682914981041
先锋	103.862584118645,36.0395917397591
咸丰	109.146607735621,29.6710776523579
咸宁	114.295945005368,29.8846335504259
咸宁北	114.307888426272,29.9044983606051
咸宁南	114.328519090268,29.8470559476465
咸阳	108.741335511157,34.3502082477902
咸阳北	108.740393098847,34.3493489313085
咸阳西	108.673342767107,34.3365360666657
香坊	126.686077438363,45.7267106308441
香港西九龙	101.51341566718,29.0064319029248
香格里拉	99.7074445738988,27.8357601253206
香河	117.0124021078,39.7679391885463
香兰	97.3911088501482,37.3211276774614
香樟路	114.124563225992,22.5398520253767
湘府路	114.124563225992,22.5398520253767
湘潭	112.919769620482,27.8821414668028
湘潭北	112.950464180765,27.8357022271356
湘乡	112.535697033715,27.7503849687718
襄汾	111.448540051993,35.8820626706763
襄汾西	111.448540051993,35.8820626706763
襄阳	112.152984765118,32.0569884645368
襄阳东	112.303246034552,32.0198910357387
襄垣	113.057412586468,36.5416858211551
襄垣东	113.057412586468,36.5416858211551
襄州	112.218434136777,32.0933757833993
祥云	100.559925812751,25.4868877321332
响水县	119.584601122016,34.20474300276
向塘	115.968599745755,28.4481769834453
向阳	130.30046804764,47.3485808890671
项城	114.881514000793,33.4730074414299
萧县	116.943239230992,34.2268337364364
萧县北	116.943239230992,34.2268337364364
小池口	116.015123976238,29.8183882517096
小村	97.3911088501482,37.3211276774614
小得江	126.697135848682,46.1985438164703
小儿坪	97.3911088501482,37.3211276774614
小关溪	97.3911088501482,37.3211276774614
小河沿	97.3911088501482,37.3211276774614
小河镇	104.297177485709,29.6602983973019
小金口	97.3911088501482,37.3211276774614
小榄	97.3911088501482,37.3211276774614
小哨	97.3911088501482,37.3211276774614
小市	97.3911088501482,37.3211276774614
小寺沟	97.3911088501482,37.3211276774614
小湾东	97.3911088501482,37.3211276774614
小西庄	97.3911088501482,37.3211276774614
小新街	114.124563225992,22.5398520253767
小扬气	97.3911088501482,37.3211276774614
小雨谷	97.3911088501482,37.3211276774614
小月旧	97.3911088501482,37.3211276774614
小中甸	97.3911088501482,37.3211276774614
孝感	113.935956992177,30.960591869335
孝感北	114.227087297786,31.5922248741907
孝感东	113.955584518417,30.9391387904486
辛集	115.215979013357,37.924832691001
辛集南	115.246281014142,37.8261916209767
忻州	112.75268391171,38.4257523201295
忻州西	112.75268391171,38.4257523201295
新安	112.140609708412,34.7343833273437
新安县	112.140609708412,34.7343833273437
新安庄	97.3911088501482,37.3211276774614
新昌北	120.910569656391,29.5055410753098
新场	103.862584118645,36.0395917397591
新绰源	97.3911088501482,37.3211276774614
新都东	104.173993491481,30.8341846608797
新干	115.407204795446,27.766191450939
新干东	115.39359474833,27.7460809517129
新固镇	97.3911088501482,37.3211276774614
新和	82.6132618716864,41.5486185861997
新华屯	114.469438446406,38.0571195391955
新化	120.345852998906,23.0398530642759
新化南	120.345852998906,23.0398530642759
新晃	109.181471511435,27.3587829685732
新晃西	109.181471511435,27.3587829685732
新会	113.038454822388,22.4651130605197
新绛	111.23140649497,35.6226301030817
新津	103.817433037949,30.4163639532975
新津南	103.854807218353,30.3766559211442
新李	97.3911088501482,37.3211276774614
新立屯	122.184496961207,42.0263689144085
新凉	97.3911088501482,37.3211276774614
新林	124.419571340026,51.6866286948494
新民	122.823048988903,42.0067069125174
新民北	122.842528654056,41.991513291606
新坪田	97.3911088501482,37.3211276774614
新青	97.3911088501482,37.3211276774614
新邱	121.799363385675,42.0939345147649
新塘	112.891513779997,27.2223381085861
新塘南	103.862584118645,36.0395917397591
新天	97.3911088501482,37.3211276774614
新窝铺	97.3911088501482,37.3211276774614
新县	114.885524755234,31.6497384684747
新乡	113.865742019956,35.3128699234494
新乡东	113.865733306392,35.3121399758285
新乡南	113.865733306392,35.3121399758285
新香坊北	126.774462975118,45.7177819472504
新阳镇	108.150755063797,34.4876408528989
新沂	118.361536521018,34.3756109546368
新沂南	118.338045921763,34.3350007659184
新友谊	131.821484326977,46.7723886621439
新余	114.923534651396,27.8235786977886
新余北	114.903295019788,27.9169180561337
新杖子	117.887601044128,40.7808619868623
新帐房	97.3911088501482,37.3211276774614
新肇	97.3911088501482,37.3211276774614
新郑机场	113.861523217959,34.5314239268405
信丰	114.929521138974,25.3919751200137
信丰西	114.929521138974,25.3919751200137
信阳	114.090454670396,32.1302591219232
信阳东	114.097482833045,32.1530145475311
信宜	110.953581697174,22.3600931417298
星朗	97.3911088501482,37.3211276774614
邢台	114.499664181053,37.0781929161955
邢台东	97.3911088501482,37.3211276774614
兴安北	110.673100713648,25.6796021229311
兴安岭	97.3911088501482,37.3211276774614
兴城	120.708381764151,40.6306961301071
兴城西	97.3911088501482,37.3211276774614
兴国	115.349994861604,26.3391890741422
兴国西	115.369551691194,26.3438825882427
兴和北	113.840578865671,40.8793417989327
兴凯	97.3911088501482,37.3211276774614
兴隆县	117.520733433175,40.4428568649364
兴隆县西	117.520733433175,40.4428568649364
兴隆镇	104.796712064383,29.2767538096679
兴平	108.495200609898,34.2948078633255
兴泉堡	97.3911088501482,37.3211276774614
兴山	130.30998909791,47.3640024757671
兴文	105.242402300636,28.3099048841165
兴文南	105.242402300636,28.3099048841165
兴业	109.90198762854,22.7428068595117
兴义	104.902460948304,25.0981133102969
杏树屯	97.3911088501482,37.3211276774614
雄安	97.3911088501482,37.3211276774614
熊岳城	122.152170988277,40.1872913712911
修文县	106.598492203139,26.8448624475939
修武西	113.454581928714,35.2293234825943
秀山	109.022437031121,28.4515059917065
秀英	110.277327967109,20.0102806185792
绣峰	97.3911088501482,37.3211276774614
徐家店	121.004292043209,37.0866269297769
徐水	115.662479521328,39.0247125838342
徐闻	110.182472744272,20.3317236867022
徐州	117.211498498657,34.276661743695
徐州东	117.211498498657,34.276661743695
许昌	113.829525845185,34.0266422764813
许昌北	113.829120619569,34.025592629248
许昌东	113.893707078956,34.0545663967909
许家台	97.3911088501482,37.3211276774614
许家屯	97.3911088501482,37.3211276774614
许三湾	97.3911088501482,37.3211276774614
叙永北	105.446678410826,28.1601004375279
溆浦	110.584725956588,27.9317059617286
溆浦南	110.601551128954,27.9139633738857
轩岗	97.3911088501482,37.3211276774614
宣城	118.789538133791,30.9520922696783
宣汉	107.733533566296,31.3597548236617
宣和	105.447741118165,37.4848494976609
宣化北	115.105444406796,40.6145918882661
宣威	104.111576069099,26.2255983783238
悬钟	97.3911088501482,37.3211276774614
学庄	97.3911088501482,37.3211276774614
雪野	97.3911088501482,37.3211276774614
旬阳	109.368407284266,32.8375729053298
旬阳北	109.303748421455,32.8464262950823
鸭园	97.3911088501482,37.3211276774614
牙克石	120.744064695038,49.2856850931933
崖州	109.16458776955,18.3780297642264
雅安	103.062721034928,30.0343022376901
雅河	97.3911088501482,37.3211276774614
雅鲁	97.3911088501482,37.3211276774614
亚布力	128.620250931438,44.9345931339738
亚布力西	97.3911088501482,37.3211276774614
亚河	97.3911088501482,37.3211276774614
亚龙湾	97.3911088501482,37.3211276774614
烟台	121.380998794413,37.5524576042803
烟台南	97.3911088501482,37.3211276774614
烟筒山	126.035052268696,43.291006415763
焉耆	86.577570324548,42.0680277277069
鄢陵	114.184637691251,34.1088816976597
延安	109.487706028874,36.5639329487956
延吉西	129.520520137261,42.9127170098799
延平	118.188450550073,26.6438077910572
延平东	118.221259991017,26.6324269704552
延平西	118.119642593795,26.5736709702315
延庆	115.992409079202,40.441063184435
岩山	97.3911088501482,37.3211276774614
炎陵	113.790550959516,26.5060939345139
沿滩	104.881450301077,29.2815628593562
盐边	101.860498548314,26.6887674819639
盐城	120.109047958409,33.4550531347976
盐城大丰	120.348386998824,33.1915251290854
盐池	107.413379548642,37.7892956499093
盐津	104.24157884246,28.1143840385165
盐津北	104.24157884246,28.1143840385165
阎良	109.232463118219,34.6683632746991
兖州	116.790115151728,35.5579523732834
偃师	112.796421418855,34.7337966240128
砚川	97.3911088501482,37.3211276774614
晏城	97.3911088501482,37.3211276774614
雁荡山	97.3911088501482,37.3211276774614
雁栖湖	97.3911088501482,37.3211276774614
雁石南	97.3911088501482,37.3211276774614
燕家庄	97.3911088501482,37.3211276774614
燕郊	97.3911088501482,37.3211276774614
燕山	97.3911088501482,37.3211276774614
燕子砭	105.950814661391,32.9231023010665
